applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,Has_been_employed_for_at_least (year),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
1323966,28,male,single,1,rent,3,unskilled - resident,1,Low,4,18,new vehicle,6260000,3,real estate,0,0,1,existing loans paid back duly till now,0
1684799,27,female,separated,1,own,1,unemployed,1,Low,1,18,education,750000,4,real estate,0,0,1,existing loans paid back duly till now,1
1461545,35,male,single,1,own,2,employee,1,Low,1,7,electronic equipment,2576000,2,real estate,0,1,1,existing loans paid back duly till now,0
1719964,25,female,separated,1,rent,1,employee,1,Low,0,12,new vehicle,1295000,3,car or other,0,0,1,existing loans paid back duly till now,1
1538187,40,male,single,1,free,4,unemployed,1,Low,1,48,electronic equipment,5381000,3,car or other,0,0,1,existing loans paid back duly till now,0
1716706,39,male,single,1,own,4,employee,1,High,7,36,electronic equipment,2299000,4,car or other,0,0,1,existing loans paid back duly till now,0
1450465,35,male,single,1,own,2,employee,1,Low,4,15,electronic equipment,2728000,4,real estate,0,1,3,critical/pending loans at other banks,0
1561011,21,female,separated,1,rent,4,employee,1,Low,0,18,FF&E,1049000,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
1680877,37,male,single,1,own,3,employee,1,Low,4,48,electronic equipment,10222000,4,car or other,0,0,1,existing loans paid back duly till now,0
1106688,29,female,separated,1,own,2,unemployed,1,Low,0,36,domestic appliances,3990000,3,car or other,0,0,1,all loans at this bank paid back duly,0
1185915,60,male,single,1,free,4,employee,1,Low,7,24,new vehicle,2032000,4,car or other,0,0,2,delay in paying off loans in the past,0
1714471,31,male,separated,1,own,4,unskilled - resident,1,Low,0,30,FF&E,3108000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1266769,26,male,single,1,own,3,employee,1,Low,4,12,domestic appliances,1424000,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
1392809,34,male,single,1,own,2,qualified employee,1,Low,0,9,electronic equipment,1337000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
1705627,31,male,single,2,rent,2,qualified employee,1,Low,4,12,electronic equipment,1963000,4,car or other,0,0,2,existing loans paid back duly till now,0
1555430,23,female,separated,1,rent,2,employee,1,Low,1,18,education,8471000,1,car or other,0,0,2,delay in paying off loans in the past,0
1542760,44,male,single,1,free,4,employee,1,Low,7,24,repair costs,5507000,3,car or other,0,0,2,critical/pending loans at other banks,0
1141822,49,male,single,1,own,4,employee,1,Low,7,12,electronic equipment,2331000,1,real estate,1,0,1,critical/pending loans at other banks,0
1399194,26,female,separated,1,rent,4,unskilled - resident,1,Medium,1,30,business,4280000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
1830446,38,male,single,1,own,4,qualified employee,1,Low,1,12,new vehicle,2859000,4,car or other,0,0,1,existing loans paid back duly till now,0
1491485,44,male,single,2,own,4,unskilled - resident,1,Low,1,18,repair costs,6204000,2,real estate,0,0,1,delay in paying off loans in the past,0
1277957,45,male,single,2,own,3,qualified employee,1,Low,0,12,new vehicle,3527000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1789670,37,male,single,2,own,2,unskilled - resident,1,Low,1,9,electronic equipment,2118000,2,real estate,0,0,1,existing loans paid back duly till now,0
1210884,22,male,single,1,own,1,employee,1,Low,0,12,electronic equipment,1331000,2,car or other,0,0,1,existing loans paid back duly till now,1
1612911,65,female,separated,1,own,4,unemployed,1,Low,1,18,electronic equipment,1098000,4,car or other,0,0,2,critical/pending loans at other banks,0
1463541,23,female,separated,1,rent,4,unskilled - resident,1,Low,0,24,FF&E,3234000,4,real estate,0,0,1,existing loans paid back duly till now,1
1207751,65,male,single,1,own,4,employee,1,Low,7,12,electronic equipment,930000,4,real estate,0,0,4,critical/pending loans at other banks,0
1262341,31,male,single,2,own,2,qualified employee,1,Low,4,36,used vehicle,8947000,3,car or other,0,0,1,delay in paying off loans in the past,0
1114473,26,male,married,1,rent,4,employee,1,Low,0,12,used vehicle,2445000,2,car or other,0,0,1,existing loans paid back duly till now,0
1446865,26,male,single,1,own,2,unskilled - resident,1,Medium,1,30,business,4272000,2,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
1347859,26,female,separated,1,own,2,employee,1,Low,1,33,business,2764000,2,car or other,0,0,2,delay in paying off loans in the past,0
1239673,35,male,single,1,own,3,employee,1,Low,7,12,new vehicle,691000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1
1211897,24,female,separated,1,own,4,employee,1,Low,1,8,FF&E,1237000,3,real estate,0,0,1,existing loans paid back duly till now,1
1274604,23,female,separated,1,rent,4,unskilled - resident,1,Low,0,36,FF&E,6229000,4,car or other,1,0,2,critical/pending loans at other banks,1
1776816,29,female,separated,1,rent,4,unskilled - resident,1,High,1,12,FF&E,1123000,4,car or other,0,0,1,existing loans paid back duly till now,1
1333603,34,male,single,1,own,1,employee,1,Low,4,18,business,1950000,4,car or other,0,0,2,existing loans paid back duly till now,0
1113703,31,male,single,1,own,2,unskilled - resident,1,Low,1,12,career development,1410000,2,real estate,0,0,1,no loans taken/all loans paid back duly,0
1253927,63,male,single,2,own,4,employee,1,Low,1,24,used vehicle,2924000,3,car or other,0,1,1,existing loans paid back duly till now,0
1277992,37,male,single,1,own,1,qualified employee,1,High,4,48,electronic equipment,12749000,4,car or other,0,0,1,delay in paying off loans in the past,0
1598979,24,male,single,2,free,4,employee,1,Low,7,48,used vehicle,4605000,3,car or other,0,0,2,no loans taken/all loans paid back duly,1
1512766,62,female,separated,1,free,4,employee,1,Low,7,24,new vehicle,3757000,4,car or other,1,0,1,existing loans paid back duly till now,0
1579121,55,female,separated,1,own,4,qualified employee,1,Low,7,12,FF&E,1424000,3,real estate,0,0,1,existing loans paid back duly till now,0
1210748,30,male,married,1,rent,2,employee,1,Low,7,6,electronic equipment,1740000,2,real estate,0,0,2,critical/pending loans at other banks,0
1490831,25,female,separated,1,rent,3,employee,1,Low,1,15,FF&E,1433000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1655259,40,male,single,2,own,2,unskilled - resident,1,Low,1,11,new vehicle,3939000,1,real estate,0,0,2,critical/pending loans at other banks,0
1154808,28,female,separated,1,rent,4,employee,1,Low,1,15,new vehicle,1403000,2,car or other,0,0,1,existing loans paid back duly till now,0
1476733,21,male,married,1,rent,2,employee,1,Low,1,6,FF&E,1766000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1530567,38,female,separated,1,free,4,qualified employee,1,Low,1,18,used vehicle,12976000,3,car or other,0,0,1,existing loans paid back duly till now,1
1164275,23,female,separated,1,own,4,employee,1,Low,4,12,repair costs,996000,4,real estate,0,0,2,critical/pending loans at other banks,0
1657309,20,male,single,1,own,4,employee,1,Low,7,9,FF&E,1313000,1,car or other,0,0,1,existing loans paid back duly till now,0
1464283,26,female,separated,1,rent,4,employee,1,Low,0,18,FF&E,3114000,1,building society savings agreement/life insurance,0,0,1,no loans taken/all loans paid back duly,1
1401525,34,male,single,2,own,2,employee,1,Very high,1,30,FF&E,3496000,4,car or other,0,0,1,all loans at this bank paid back duly,0
1324848,30,male,separated,1,own,2,qualified employee,1,Low,1,36,business,4455000,2,real estate,0,0,2,delay in paying off loans in the past,1
1357789,36,male,separated,1,own,3,qualified employee,1,High,4,12,new vehicle,2366000,3,car or other,0,0,1,critical/pending loans at other banks,0
1868234,74,male,single,2,own,1,unemployed,0,Low,1,6,new vehicle,1299000,1,real estate,0,0,3,critical/pending loans at other banks,0
1804919,46,male,single,1,rent,2,unskilled - resident,1,Low,7,7,electronic equipment,730000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1227188,47,male,single,1,free,4,employee,1,Low,7,36,used vehicle,8335000,3,car or other,0,0,1,existing loans paid back duly till now,1
1154530,33,male,married,1,own,2,employee,1,Low,1,18,electronic equipment,1245000,4,car or other,0,0,1,critical/pending loans at other banks,1
1341536,31,male,single,1,rent,2,employee,1,Low,1,24,business,3161000,4,building society savings agreement/life insurance,0,0,1,all loans at this bank paid back duly,1
1355140,29,female,separated,1,own,2,employee,1,Low,1,12,new vehicle,3499000,3,real estate,1,0,2,critical/pending loans at other banks,1
1315873,35,male,single,1,own,2,employee,1,High,7,24,electronic equipment,2397000,3,car or other,0,0,2,existing loans paid back duly till now,1
1596340,35,male,separated,1,own,2,qualified employee,1,Low,0,18,FF&E,3780000,3,car or other,0,0,2,critical/pending loans at other banks,0
1750981,61,male,single,1,free,4,employee,1,Low,1,18,education,1239000,4,car or other,0,0,1,existing loans paid back duly till now,0
1591456,35,female,separated,2,own,3,unskilled - resident,1,High,1,12,career development,3447000,4,real estate,0,0,1,all loans at this bank paid back duly,0
1587786,46,male,married,1,own,2,employee,1,Low,1,36,FF&E,2348000,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1264018,23,female,separated,1,rent,4,qualified employee,1,Low,1,24,used vehicle,11560000,1,car or other,0,0,2,existing loans paid back duly till now,1
1183266,27,male,single,1,own,3,unskilled - resident,1,Low,0,15,FF&E,2708000,2,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
1799149,36,male,single,1,free,4,qualified employee,1,Low,1,48,new vehicle,12169000,4,car or other,1,0,1,all loans at this bank paid back duly,0
1278346,24,male,single,1,rent,2,unskilled - resident,1,Low,1,12,FF&E,1768000,3,real estate,0,0,1,existing loans paid back duly till now,0
1416025,58,male,single,1,rent,4,employee,1,Low,0,54,business,15945000,3,car or other,0,0,1,no loans taken/all loans paid back duly,1
1482932,24,male,separated,1,rent,2,unskilled - resident,1,Low,1,24,FF&E,3021000,2,real estate,0,0,1,existing loans paid back duly till now,0
1343586,26,female,separated,1,rent,4,qualified employee,1,Low,1,24,used vehicle,5433000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1565903,44,female,separated,1,rent,2,unskilled - resident,1,Low,1,12,electronic equipment,1881000,2,car or other,0,0,1,existing loans paid back duly till now,0
1777177,32,male,single,2,own,3,employee,1,Low,7,48,electronic equipment,7238000,3,car or other,0,0,2,delay in paying off loans in the past,0
1410684,25,male,single,1,own,2,employee,1,Low,4,39,electronic equipment,4933000,2,real estate,0,1,2,critical/pending loans at other banks,1
1193227,28,female,separated,1,own,2,employee,1,Medium,1,12,electronic equipment,2073000,4,real estate,1,0,1,existing loans paid back duly till now,0
1379318,48,male,married,1,own,4,employee,1,Low,0,24,electronic equipment,1024000,4,real estate,0,0,1,delay in paying off loans in the past,1
1674059,24,female,separated,1,rent,2,employee,1,Low,1,15,domestic appliances,1275000,4,car or other,0,0,1,existing loans paid back duly till now,1
1461535,55,female,separated,1,free,4,qualified employee,1,Low,1,12,FF&E,2578000,3,car or other,0,0,1,existing loans paid back duly till now,0
1766084,51,male,single,2,own,2,employee,1,Low,4,6,electronic equipment,1595000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1770037,33,male,single,2,rent,3,employee,1,Low,7,15,new vehicle,950000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
1856513,31,male,single,1,own,4,employee,1,Medium,7,24,electronic equipment,3621000,2,car or other,0,0,2,existing loans paid back duly till now,1
1296879,37,female,separated,1,own,4,employee,1,Low,1,24,new vehicle,2022000,4,car or other,0,0,1,critical/pending loans at other banks,0
1516876,37,male,single,1,free,4,employee,1,Low,1,12,electronic equipment,2279000,4,car or other,0,0,1,existing loans paid back duly till now,0
1114695,34,female,separated,1,rent,1,qualified employee,1,Low,0,12,FF&E,3017000,3,real estate,0,0,1,existing loans paid back duly till now,0
1785162,43,male,single,1,own,4,employee,1,Low,4,24,used vehicle,4042000,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1640580,44,male,single,2,own,4,employee,1,Low,7,15,FF&E,1478000,4,car or other,0,0,2,critical/pending loans at other banks,0
1432828,30,female,separated,1,own,1,qualified employee,1,Low,0,36,electronic equipment,4795000,4,car or other,0,0,1,existing loans paid back duly till now,0
1443537,28,male,married,1,own,2,qualified employee,1,Low,1,30,new vehicle,4249000,4,car or other,0,0,2,critical/pending loans at other banks,1
1511094,23,female,separated,1,rent,3,employee,1,Low,0,10,FF&E,2146000,1,real estate,0,0,2,critical/pending loans at other banks,0
1879817,25,male,married,1,own,1,employee,1,Low,1,12,electronic equipment,1484000,2,real estate,0,0,1,existing loans paid back duly till now,1
1105364,35,male,single,1,own,2,unskilled - resident,1,Very high,1,18,business,1941000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1732994,32,male,married,1,own,1,qualified employee,1,Low,4,18,electronic equipment,1880000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1595096,47,male,single,1,own,4,qualified employee,1,Low,1,6,new vehicle,1209000,4,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,1
1129775,60,male,single,1,own,4,employee,1,Very high,7,24,new vehicle,1940000,4,real estate,0,0,1,critical/pending loans at other banks,0
1462065,23,female,separated,1,own,2,employee,1,Low,0,10,FF&E,1275000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1403464,44,female,separated,1,own,1,employee,1,Low,0,24,electronic equipment,5943000,1,car or other,0,0,2,existing loans paid back duly till now,1
1297322,26,female,separated,1,own,2,qualified employee,1,Low,1,36,FF&E,10974000,4,car or other,0,0,2,existing loans paid back duly till now,1
1432761,49,male,single,2,own,3,unskilled - resident,1,Low,4,12,education,2096000,2,real estate,0,0,1,critical/pending loans at other banks,0
1256236,30,female,separated,1,own,1,employee,1,Low,1,9,FF&E,918000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1304525,25,male,single,1,own,2,employee,1,Low,1,48,business,14421000,2,car or other,0,0,1,no loans taken/all loans paid back duly,1
1611783,43,male,single,1,rent,4,employee,1,Low,7,12,new vehicle,4843000,3,building society savings agreement/life insurance,1,0,2,critical/pending loans at other banks,1
1304536,26,female,separated,1,own,2,employee,1,High,1,12,new vehicle,1386000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1632577,37,female,separated,1,rent,4,employee,1,Low,4,48,business,7685000,2,car or other,0,1,1,all loans at this bank paid back duly,1
1442676,30,male,single,1,own,3,employee,1,Low,7,18,new vehicle,1056000,3,real estate,0,1,2,critical/pending loans at other banks,1
1354791,31,male,single,1,own,2,employee,1,Low,4,18,new vehicle,2775000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1
1402031,42,male,single,2,free,4,employee,1,Low,7,36,used vehicle,5493000,2,car or other,0,0,1,existing loans paid back duly till now,0
1635448,33,male,single,1,rent,1,unskilled - resident,1,Low,0,36,repair costs,2384000,4,car or other,0,0,1,existing loans paid back duly till now,1
1452733,32,male,separated,1,own,2,employee,1,Low,1,30,FF&E,4583000,2,real estate,0,1,2,no loans taken/all loans paid back duly,0
1576577,27,female,separated,1,own,1,employee,1,Low,0,18,FF&E,1295000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1533746,35,male,single,1,rent,1,employee,0,Medium,1,6,new vehicle,1204000,4,car or other,0,0,1,no loans taken/all loans paid back duly,0
1693022,30,male,single,1,own,2,employee,1,Low,1,12,repair costs,639000,4,car or other,0,0,1,existing loans paid back duly till now,1
1522384,34,male,separated,1,own,1,unskilled - resident,1,Low,0,30,repair costs,11998000,1,car or other,0,0,1,existing loans paid back duly till now,1
1570047,50,male,single,1,own,4,employee,1,Low,7,15,electronic equipment,1537000,4,real estate,0,1,2,critical/pending loans at other banks,0
1280395,46,male,single,1,own,4,qualified employee,1,Low,7,21,used vehicle,2476000,4,real estate,0,0,1,existing loans paid back duly till now,0
1881691,26,male,single,1,own,1,employee,1,Medium,4,24,business,1382000,4,real estate,0,0,2,critical/pending loans at other banks,0
1497135,44,male,separated,1,rent,4,qualified employee,1,Low,1,6,FF&E,3384000,1,real estate,0,0,1,critical/pending loans at other banks,1
1860964,36,male,single,1,own,2,employee,1,High,1,15,used vehicle,2360000,2,car or other,0,0,1,critical/pending loans at other banks,0
1820644,36,male,single,1,free,4,employee,1,Low,7,7,electronic equipment,846000,3,car or other,0,0,1,delay in paying off loans in the past,0
1615010,50,male,single,1,own,3,employee,1,Low,7,12,new vehicle,2390000,4,car or other,0,0,1,existing loans paid back duly till now,0
1467259,43,male,single,1,rent,4,employee,1,Low,7,16,new vehicle,2625000,2,building society savings agreement/life insurance,0,1,1,critical/pending loans at other banks,1
1243348,31,male,single,1,own,2,unskilled - resident,1,Low,0,18,FF&E,1928000,2,real estate,0,0,2,critical/pending loans at other banks,1
1106801,24,female,separated,1,rent,4,unskilled - resident,1,Medium,1,18,business,1568000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1209193,29,male,single,1,own,3,employee,0,Low,4,12,electronic equipment,1103000,4,real estate,0,1,2,existing loans paid back duly till now,0
1439887,28,female,separated,1,own,1,employee,1,Low,1,30,business,4221000,2,car or other,0,0,2,no loans taken/all loans paid back duly,0
1652800,44,female,separated,1,own,2,unskilled - resident,1,Low,4,8,electronic equipment,760000,4,real estate,0,1,1,existing loans paid back duly till now,0
1230532,46,male,single,2,own,4,qualified employee,1,Low,1,24,used vehicle,6842000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1482554,56,female,separated,1,own,2,employee,1,Low,0,6,education,1538000,1,car or other,0,0,1,existing loans paid back duly till now,0
1255291,29,female,separated,1,own,2,employee,1,Low,7,24,new vehicle,915000,4,car or other,0,0,1,existing loans paid back duly till now,1
1148187,23,female,separated,2,rent,3,unskilled - resident,1,Low,0,4,FF&E,601000,1,real estate,0,0,1,existing loans paid back duly till now,0
1687945,38,male,separated,1,own,2,employee,1,Low,1,48,business,3914000,4,real estate,0,0,1,existing loans paid back duly till now,1
1318823,23,female,separated,1,rent,4,unemployed,1,High,1,24,electronic equipment,3758000,1,car or other,0,0,1,existing loans paid back duly till now,0
1359833,27,male,single,1,own,4,unskilled - resident,1,Low,1,10,new vehicle,1309000,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,1
1708009,25,female,separated,1,own,2,employee,1,Low,4,30,electronic equipment,5771000,4,car or other,0,0,2,critical/pending loans at other banks,0
1660328,34,male,single,2,own,2,unskilled - resident,1,Low,1,6,electronic equipment,1898000,1,real estate,0,0,2,critical/pending loans at other banks,0
1826417,32,male,single,2,own,2,employee,1,Low,1,9,electronic equipment,2697000,1,real estate,0,0,1,existing loans paid back duly till now,0
1599723,31,female,separated,1,own,2,employee,1,Low,1,36,electronic equipment,9566000,2,car or other,0,0,2,critical/pending loans at other banks,0
1495594,33,male,married,1,own,2,employee,1,Low,4,24,electronic equipment,1851000,4,car or other,0,1,2,critical/pending loans at other banks,0
1425802,40,female,separated,1,own,4,employee,1,High,4,36,FF&E,7678000,2,car or other,0,0,2,delay in paying off loans in the past,0
1869013,27,female,separated,1,own,1,employee,1,Low,1,48,business,3609000,1,real estate,0,0,1,all loans at this bank paid back duly,0
1465475,38,male,single,1,own,3,qualified employee,1,Low,4,24,used vehicle,7814000,3,car or other,0,0,1,existing loans paid back duly till now,0
1770099,25,male,single,1,own,1,employee,1,Medium,1,24,FF&E,5511000,4,car or other,0,0,1,existing loans paid back duly till now,0
1648542,32,female,separated,1,own,2,unskilled - resident,1,Medium,1,24,electronic equipment,1282000,4,car or other,0,0,1,existing loans paid back duly till now,1
1680973,32,male,married,1,own,2,unskilled - resident,1,Low,7,18,electronic equipment,1301000,4,real estate,0,1,1,existing loans paid back duly till now,0
1277108,21,male,married,1,rent,4,employee,1,Low,4,12,career development,902000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1901818,35,male,single,1,rent,3,employee,1,Low,4,9,FF&E,1919000,4,car or other,0,0,1,critical/pending loans at other banks,0
1846282,32,female,separated,2,own,1,employee,1,Low,0,27,business,2528000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1602400,33,male,separated,1,rent,1,employee,1,Low,0,21,education,2319000,2,car or other,0,0,1,critical/pending loans at other banks,1
1152260,28,male,single,1,own,4,employee,1,Low,4,48,electronic equipment,3060000,4,real estate,0,0,2,existing loans paid back duly till now,1
1866940,30,male,single,1,own,2,qualified employee,1,High,7,30,electronic equipment,2333000,4,car or other,0,0,1,existing loans paid back duly till now,0
1268091,32,female,separated,1,own,4,employee,1,Low,0,6,FF&E,4611000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1670066,20,female,separated,1,rent,4,employee,1,Low,1,18,FF&E,2039000,1,real estate,0,0,1,existing loans paid back duly till now,1
1114818,67,female,separated,1,own,4,employee,1,Low,1,18,repair costs,3872000,2,car or other,0,0,1,existing loans paid back duly till now,0
1168894,30,male,single,1,own,2,employee,1,Low,1,12,new vehicle,2121000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1564360,27,male,single,1,own,2,employee,1,Low,1,36,repair costs,2613000,4,car or other,0,0,2,no loans taken/all loans paid back duly,0
1755656,26,male,separated,1,own,2,qualified employee,1,High,7,24,electronic equipment,3235000,3,car or other,0,0,1,existing loans paid back duly till now,0
1661563,35,male,single,1,own,2,qualified employee,1,Low,4,33,used vehicle,7253000,3,car or other,0,0,2,critical/pending loans at other banks,0
1432750,27,male,single,1,own,4,unskilled - resident,1,Low,7,9,electronic equipment,1082000,4,car or other,0,0,2,existing loans paid back duly till now,0
1221330,37,female,separated,2,own,1,employee,1,Low,4,4,new vehicle,3380000,1,real estate,0,0,1,critical/pending loans at other banks,0
1518424,39,male,single,2,rent,2,unskilled - resident,0,Low,1,12,new vehicle,2122000,3,real estate,0,0,2,critical/pending loans at other banks,0
1782237,57,female,separated,1,own,3,unskilled - resident,1,High,1,24,electronic equipment,1258000,3,car or other,0,0,1,existing loans paid back duly till now,0
1282362,21,female,separated,1,own,2,employee,1,Low,1,12,electronic equipment,886000,4,car or other,0,0,1,existing loans paid back duly till now,0
1143716,28,male,married,1,own,2,employee,1,High,4,12,new vehicle,939000,4,real estate,0,0,3,critical/pending loans at other banks,1
1844436,63,male,single,1,own,4,employee,1,Low,7,15,FF&E,1520000,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
1800745,26,male,single,1,own,3,employee,1,Low,1,21,used vehicle,5248000,1,car or other,0,0,1,existing loans paid back duly till now,0
1620879,28,female,separated,1,own,2,employee,1,Low,1,18,FF&E,1817000,4,car or other,0,0,2,critical/pending loans at other banks,0
1888759,31,male,single,1,own,2,employee,1,Low,1,24,new vehicle,1393000,2,real estate,0,1,1,existing loans paid back duly till now,0
1203873,22,female,separated,1,own,2,employee,1,Low,1,48,electronic equipment,5951000,2,real estate,0,0,1,existing loans paid back duly till now,1
1902302,24,female,separated,1,own,3,employee,1,Low,4,15,FF&E,2788000,2,car or other,1,0,2,critical/pending loans at other banks,0
1438110,32,male,single,2,own,1,employee,1,Low,4,24,electronic equipment,1552000,3,car or other,0,0,1,existing loans paid back duly till now,0
1509620,33,male,single,1,own,4,employee,1,Low,7,24,FF&E,5150000,4,car or other,0,0,1,critical/pending loans at other banks,0
1739359,24,female,separated,1,rent,2,unemployed,1,Low,1,12,new vehicle,7472000,1,real estate,0,0,1,existing loans paid back duly till now,0
1779410,23,male,married,1,rent,4,unskilled - resident,1,High,4,6,repair costs,660000,2,real estate,0,0,1,existing loans paid back duly till now,0
1156429,40,male,single,1,own,2,qualified employee,1,Medium,1,15,education,4623000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1662647,26,male,single,1,own,4,employee,1,Low,4,27,business,5117000,3,car or other,0,0,2,delay in paying off loans in the past,0
1666563,44,male,single,1,own,4,employee,1,Medium,0,12,used vehicle,1804000,3,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
1138996,36,male,single,1,own,2,unskilled - resident,1,Low,1,6,FF&E,1374000,1,real estate,0,0,1,existing loans paid back duly till now,0
1225095,27,male,married,1,own,2,employee,0,Low,0,15,electronic equipment,1053000,4,real estate,0,0,1,existing loans paid back duly till now,0
1570934,42,male,single,1,own,2,employee,1,Low,7,18,business,2427000,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
1115975,29,female,separated,1,rent,4,employee,1,Very high,7,24,used vehicle,7758000,2,car or other,0,0,1,critical/pending loans at other banks,0
1534783,52,male,single,1,own,4,employee,1,High,7,6,electronic equipment,338000,4,car or other,0,0,2,critical/pending loans at other banks,0
1184172,43,male,single,2,own,4,qualified employee,1,Low,7,27,business,2442000,4,car or other,0,0,4,critical/pending loans at other banks,0
1855241,36,male,single,1,free,4,employee,1,Low,7,24,used vehicle,2760000,4,car or other,0,0,1,existing loans paid back duly till now,0
1115087,29,female,separated,1,own,4,employee,1,Low,1,21,new vehicle,5003000,1,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,1
1381317,24,male,married,1,rent,4,employee,1,Medium,4,30,used vehicle,6187000,1,car or other,0,0,2,critical/pending loans at other banks,0
1851827,34,male,single,1,own,4,employee,1,Low,1,36,used vehicle,5800000,3,car or other,0,0,2,critical/pending loans at other banks,0
1633625,57,male,single,1,free,2,qualified employee,1,Low,7,36,new vehicle,14318000,4,car or other,0,0,1,existing loans paid back duly till now,1
1880388,33,male,single,1,rent,2,qualified employee,1,Low,1,48,business,4844000,3,car or other,0,0,1,existing loans paid back duly till now,1
1903505,31,male,single,1,own,2,employee,1,Low,4,24,FF&E,929000,4,car or other,0,0,1,existing loans paid back duly till now,0
1363538,31,male,single,1,own,4,employee,1,Low,7,36,FF&E,2746000,4,car or other,0,0,1,all loans at this bank paid back duly,1
1875951,27,male,single,1,own,4,employee,1,Low,4,24,FF&E,3552000,3,car or other,0,0,1,all loans at this bank paid back duly,1
1381249,75,female,separated,1,own,3,qualified employee,1,Low,1,6,new vehicle,1374000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1133947,24,female,separated,1,own,2,unskilled - resident,1,Low,1,12,new vehicle,1228000,4,real estate,0,0,1,existing loans paid back duly till now,1
1428226,27,female,separated,1,own,2,employee,1,Low,4,9,business,1449000,3,car or other,0,0,2,existing loans paid back duly till now,0
